ID,Title,Slug,Platform,Category,Genres,Region,Cost (EUR),Price (EUR),Source,Delivery Type,Published,Featured,Kinguin ID,Created At,Updated At
28b6ec3a-7375-45f3-ace0-5038746edaa5,Telegram Premium - 3 Months Subscription Gift,telegram-premium-3-months-subscription-gift-667286,Other,subscriptions,Subscription,North America,12.75000000,18.64700000,kinguin,key,true,false,246027,2026-02-12T03:20:59.224Z,2026-02-23T15:47:06.260Z
f510f42c-a6fe-4f5e-9a45-5613890e126d,Telegram Premium - 6 Months Subscription Gift,telegram-premium-6-months-subscription-gift-6602bc,Other,subscriptions,Subscription,North America,17.99000000,22.50000000,kinguin,key,true,false,225059,2026-02-12T03:20:57.714Z,2026-02-22T23:14:35.788Z
3e0b8e8d-571e-4b23-bfd4-e7bddf091161,Telegram Premium - 12 Months Subscription Gift,telegram-premium-12-months-subscription-gift-65fded,Other,subscriptions,Subscription,North America,34.42000000,39.58300000,kinguin,key,true,false,224362,2026-02-12T03:20:56.079Z,2026-02-24T07:06:29.609Z
23603ec4-2a2c-43c7-9f76-1aea26ed89df,Voicemod PRO - Coupon Code,voicemod-pro-coupon-code-67b319,Other,software,Software,North America,10.97000000,27.01250000,kinguin,key,true,false,313033,2026-02-12T03:10:54.566Z,2026-02-24T05:13:21.547Z
73dbd971-c33f-48be-b45e-a4e6d94f4ae3,MENACE PC Steam Account,menace-pc-steam-account-686cd4,Steam,games,"RPG, Simulation, Strategy",North America,7.98000000,11.57100000,kinguin,key,true,false,361555,2026-02-12T03:06:29.203Z,2026-02-24T04:45:38.758Z
32e1eba4-7886-46ad-89a6-66baf7ffcf86,ARC Raiders: Deluxe Edition PC Steam Account,arc-raiders-deluxe-edition-pc-steam-account-68d3af,Steam,games,"Action, Third-Person Shooter, Survival, Open World",North America,34.56000000,39.74400000,kinguin,key,true,true,391314,2026-02-12T03:05:05.189Z,2026-02-20T09:43:07.389Z
53aba8cd-f9f3-4fc1-afdb-b1ea44013d92,Nioh 3 PC Steam Account,nioh-3-pc-steam-account-691488,Steam,games,"Action, RPG",North America,37.87000000,45.55000000,kinguin,key,true,true,411838,2026-02-12T02:58:48.569Z,2026-02-23T13:47:49.066Z
f13f917f-7cba-49f7-9036-f4494cb683d5,Elden Ring PS4/PS5 Online Account Activation,elden-ring-ps4ps5-online-account-activation-683978,PlayStation,games,RPG,North America,24.50000000,30.62500000,kinguin,key,true,true,345442,2026-02-12T02:48:45.229Z,2026-02-23T06:59:06.556Z
fae733b3-5c9e-4b7d-a0d4-60cea2dbba68,Ratchet & Clank: Rift Apart PC Steam Account,ratchet-clank-rift-apart-pc-steam-account-649bfa,Steam,games,"Action, Platformer, Adventure",North America,16.36000000,20.45000000,kinguin,key,true,false,169348,2026-02-12T02:46:34.442Z,2026-02-23T00:32:05.565Z
d20103fe-88a4-4514-bbac-1296ed175ea5,Kaspersky Anti Virus 2025 EU Key (1 Year / 3 Devices),kaspersky-anti-virus-2025-eu-key-1-year-3-devices-6822e9,Other,software,Software,Region 75,14.99000000,19.98750000,kinguin,key,true,false,339093,2026-02-12T02:40:48.377Z,2026-02-21T11:50:59.589Z
98b3b920-9774-4ebf-bb3a-b396e1608ac1,Rune Factory: Guardians of Azuma Digital Deluxe Edition PC Steam CD Key,rune-factory-guardians-of-azuma-digital-deluxe-edi-684287,Steam,games,"Action, Adventure, RPG, Story rich, Anime",North America,30.17000000,45.24100000,kinguin,key,true,true,347537,2026-02-12T02:36:55.902Z,2026-02-24T04:54:42.794Z
6d1d6f2a-39e9-41bd-a350-bf1bfef56db6,Call of Duty: Modern Warfare III + Modern Warfare II + Black Ops 6 Bundle PC Windows 10/11 Account,call-of-duty-modern-warfare-iii-modern-warfare-ii--6822d3,PC,software,"Action, FPS",Region 80,11.25000000,17.31000000,kinguin,key,true,true,339032,2026-02-12T02:21:01.033Z,2026-02-21T13:47:28.947Z
6e794360-9a49-4704-8c7b-0d10a77a7794,EA SPORTS FC 25 PC Steam Account,ea-sports-fc-25-pc-steam-account-669916,Steam,games,"Simulation, Sport, Co-op",Region 10,3.91000000,7.34000000,kinguin,key,true,true,253481,2026-02-12T02:16:04.783Z,2026-02-23T23:44:43.701Z
c660ccd2-edfb-4509-a662-cbd4a0944782,Binance Gift Card (USDT) $3,binance-gift-card-usdt-3-649d3d,Other,subscriptions,,Region 10,2.87000000,4.30500000,kinguin,key,true,false,169561,2026-02-10T00:46:12.863Z,2026-02-24T07:10:53.430Z
8fbcb314-cd6e-4fdc-ad7d-7c1fc6c2f7e2,Death Stranding 2: On the Beach PS5 Account,death-stranding-2-on-the-beach-ps5-account-67e6ea,PlayStation,games,"Story rich, Action",North America,26.79000000,36.24000000,kinguin,key,true,true,325253,2026-02-01T12:07:24.882Z,2026-02-23T14:54:21.861Z
aefe8032-1163-4fa4-abb6-de3f4220be38,Wuchang: Fallen Feathers Xbox Series X|S Online Account Activation,wuchang-fallen-feathers-xbox-series-xs-online-acco-688746,Xbox,games,"Action, Adventure, RPG",North America,39.85000000,45.82750000,kinguin,key,true,false,369681,2026-02-01T01:27:56.408Z,2026-02-16T21:10:13.591Z
8df3a2dd-9f53-468d-b39d-dc2fc5a6015e,Wuchang: Fallen Feathers PS5 Account,wuchang-fallen-feathers-ps5-account-686cd2,PlayStation,games,"Action, Adventure, RPG",North America,30.11000000,37.19100000,kinguin,key,true,false,361546,2026-02-01T01:27:08.484Z,2026-02-18T02:09:40.016Z
34759026-d9ba-406b-b513-5f3fbbeaf715,Wuchang: Fallen Feathers Deluxe Edition PC Steam Account,wuchang-fallen-feathers-deluxe-edition-pc-steam-ac-682343,Steam,games,"Action, Adventure, RPG",North America,25.48000000,47.29950000,kinguin,key,true,false,339406,2026-02-01T01:26:53.873Z,2026-02-24T06:30:45.486Z
ade05975-1a53-44d3-8083-fd5c338d8777,Dying Light: The Beast PC Steam Account,dying-light-the-beast-pc-steam-account-685cac,Steam,games,"Action, Adventure, RPG, Horror, Co-op",North America,20.27000000,36.98000000,kinguin,key,true,true,356849,2026-02-01T01:25:05.863Z,2026-02-23T22:28:14.865Z
f43e3876-9755-4b4d-ae5a-488552f356ab,Dying Light: The Beast Xbox Series X|S Online Account Activation,dying-light-the-beast-xbox-series-xs-online-accoun-68ccf6,Xbox,games,"Action, Adventure, RPG, Horror, Co-op",North America,43.10000000,49.56500000,kinguin,key,true,false,389228,2026-02-01T01:24:53.262Z,2026-02-01T15:38:25.970Z
53bdd2c6-05aa-4d88-bfdd-d9a5fa012170,Dying Light: The Beast PS5 Account,dying-light-the-beast-ps5-account-685cac,PlayStation,games,"Action, Adventure, RPG, Horror, Co-op",Region 80,35.67000000,45.82750000,kinguin,key,true,false,356850,2026-02-01T01:24:10.052Z,2026-02-23T15:41:09.869Z
d2b581d3-ede5-42c1-b353-8b610f18d397,Hell is Us Deluxe Edition PC Steam CD Key,hell-is-us-deluxe-edition-pc-steam-cd-key-689317,Steam,games,"Action, Adventure",Region 80,26.00000000,35.03750000,kinguin,key,true,false,373305,2026-02-01T01:20:31.891Z,2026-02-23T15:28:10.514Z
42c53751-2ee4-4268-8d6b-2bfd1999188f,Hell is Us Deluxe Edition PC Steam Account,hell-is-us-deluxe-edition-pc-steam-account-688c99,Steam,games,"Action, Adventure",Region 80,14.80000000,26.96250000,kinguin,key,true,false,371732,2026-02-01T01:20:24.526Z,2026-02-24T06:17:53.273Z
521da482-437a-4d3b-ae67-a6011653b3d5,Hell is Us PC Steam CD Key,hell-is-us-pc-steam-cd-key-67d02d,Steam,games,"Action, Adventure",Region 80,20.90000000,28.22500000,kinguin,key,true,false,321134,2026-02-01T01:20:08.108Z,2026-02-23T22:19:04.718Z
255dd892-e08a-48a8-947c-aff04ab06dbd,Hell is Us PS5 Account,hell-is-us-ps5-account-6825af,PlayStation,games,"Action, Adventure",North America,29.01000000,36.26250000,kinguin,key,true,true,340258,2026-02-01T01:19:53.615Z,2026-02-08T21:54:29.887Z
b5312723-975e-48fb-a2a3-2204bdaf0901,Ghost of Yōtei US PS5 CD Key,ghost-of-yotei-us-ps5-cd-key-68e7a7,PlayStation,games,"Action, Open World, Story rich",Region 74,40.55000000,57.39000000,kinguin,key,true,false,396771,2026-02-01T01:08:45.823Z,2026-02-24T07:35:56.424Z
0e02a90e-f65d-48cd-ab4c-5c01b77c6eb3,Batman: Arkham Knight Premium Edition US PS4 CD Key,batman-arkham-knight-premium-edition-us-ps4-cd-key-5f83ef,PlayStation,games,"Action, Adventure, Fighting",Europe,16.80000000,21.00000000,kinguin,key,true,false,77918,2026-02-01T01:03:51.567Z,2026-02-21T13:47:48.369Z
8cf723f9-c539-436d-889a-0e704a1298b6,Batman: Arkham Knight Premium Edition EU XBOX One / Xbox Series X|S CD Key,batman-arkham-knight-premium-edition-eu-xbox-one-x-5e108f,Xbox,games,"Action, Adventure, Fighting",Global,6.57000000,10.07750000,kinguin,key,true,false,69725,2026-02-01T01:03:41.874Z,2026-02-24T07:32:19.486Z
84763260-3455-4175-bff6-52347f0f5b32,Batman: Arkham Knight Complete Bundle Steam CD Key,batman-arkham-knight-complete-bundle-steam-cd-key-5c9b6d,Steam,games,"Action, Adventure, Fighting",North America,4.20000000,6.30000000,kinguin,key,true,false,42759,2026-02-01T00:58:31.449Z,2026-02-22T22:43:35.360Z
456e5baf-3d9e-4ede-9646-172222b12b6e,Anno 117: Pax Romana Gold Edition PC Steam Account,anno-117-pax-romana-gold-edition-pc-steam-account-6847dd,Steam,games,"Simulation, Strategy",North America,29.57000000,36.96250000,kinguin,key,true,false,348649,2026-02-01T00:55:15.684Z,2026-02-24T04:09:17.605Z
4cce0ee5-dfdc-4a95-84b6-338dc3d36882,Anno 117: Pax Romana PC Steam Account,anno-117-pax-romana-pc-steam-account-6847db,Steam,games,"Simulation, Strategy",North America,19.56000000,24.47500000,kinguin,key,true,false,348642,2026-02-01T00:55:13.126Z,2026-02-22T18:27:34.174Z
57c62032-4af5-4c1e-8952-1cf4df5aa985,Assassin’s Creed Shadows Xbox Series X|S Account,assassins-creed-shadows-xbox-series-xs-account-664356,Xbox,games,"Action, Adventure, RPG",North America,11.25000000,18.75000000,kinguin,key,true,false,236542,2026-02-01T00:53:09.567Z,2026-02-23T19:29:27.003Z
b0674c33-ca32-48ea-b608-6680dc6c46ff,Assassin’s Creed Shadows PC Steam Account,assassins-creed-shadows-pc-steam-account-679377,Steam,games,"Action, Adventure, RPG",Region 10,25.59000000,31.98750000,kinguin,key,true,false,305769,2026-02-01T00:52:58.754Z,2026-02-22T12:48:56.132Z
4663b9de-5803-45ae-95c9-27eb15961d47,Assassin’s Creed Shadows PS5 Online Account Activation,assassins-creed-shadows-ps5-online-account-activat-68369d,PlayStation,games,"Action, Adventure, RPG",North America,29.96000000,37.45000000,kinguin,key,true,true,344462,2026-02-01T00:52:17.400Z,2026-02-21T13:46:41.882Z
5b2a2356-6851-48b0-93b8-66c506f53041,FINAL FANTASY VII REMAKE INTERGRADE EN/FR/DE/JP Language Only Steam CD Key,final-fantasy-vii-remake-intergrade-enfrdejp-langu-62b296,Steam,games,"Action, Adventure, RPG",North America,18.16000000,28.47500000,kinguin,key,true,false,121804,2026-02-01T00:50:04.765Z,2026-02-23T07:58:20.639Z
13e84ab9-f5e5-48ac-acb2-750d780e48cd,FINAL FANTASY VII REMAKE INTERGRADE PS5 Account,final-fantasy-vii-remake-intergrade-ps5-account-661e2d,PlayStation,games,"Action, Adventure, RPG",North America,31.23000000,35.91450000,kinguin,key,true,false,229782,2026-02-01T00:49:05.263Z,2026-02-21T13:46:34.155Z
a871c852-0d1b-4743-8017-fa5d6ea29d11,Dynasty Warriors: Origins PS5 Account,dynasty-warriors-origins-ps5-account-6783af,PlayStation,games,"Action, RPG, Strategy, Hack and Slash",Region 80,34.00000000,71.96000000,kinguin,key,true,false,302923,2026-02-01T00:47:13.054Z,2026-02-12T02:18:00.858Z
c8150c70-c60b-4acd-8301-c638d6ca8e8b,Dynasty Warriors: Origins PC Steam Account,dynasty-warriors-origins-pc-steam-account-67a084,Steam,games,"Action, RPG, Strategy, Hack and Slash",North America,35.07000000,41.41150000,kinguin,key,true,false,308192,2026-02-01T00:47:02.805Z,2026-02-24T05:59:43.755Z
cb9ddba3-9ca0-4906-9bf0-1b9cf284f4dc,SILENT HILL f Deluxe Edition Xbox Series X|S Account,silent-hill-f-deluxe-edition-xbox-series-xs-accoun-6846bf,Xbox,games,"Action, Adventure, Horror",North America,25.68000000,34.61250000,kinguin,key,true,false,348360,2026-02-01T00:45:39.005Z,2026-02-19T16:54:57.146Z
058b629f-b7e7-41f2-989f-77ef7b44d68c,SILENT HILL f Deluxe Edition PC Steam Account,silent-hill-f-deluxe-edition-pc-steam-account-68417f,Steam,games,"Action, Adventure, Horror",Region 80,17.51000000,32.10000000,kinguin,key,true,true,347325,2026-02-01T00:45:28.793Z,2026-02-24T06:16:54.082Z
44881979-b1a3-4263-b649-24242aa5629f,SILENT HILL f PS5 Account,silent-hill-f-ps5-account-6847ed,PlayStation,games,"Action, Adventure, Horror, Story rich",Region 80,28.60000000,37.48750000,kinguin,key,true,false,348710,2026-02-01T00:44:10.597Z,2026-02-21T13:48:58.611Z
659ed35e-8f29-4873-89ef-ae2e9bae062a,CODE VEIN II Ultimate Edition PC Steam Account,code-vein-ii-ultimate-edition-pc-steam-account-69020d,Steam,games,"Action, RPG",Region 80,40.19000000,56.45350000,kinguin,key,true,false,405410,2026-02-01T00:40:28.509Z,2026-02-24T04:19:42.177Z
a2e2e96d-d468-4cfd-aef5-f7a4dc8a5ffd,CODE VEIN II Deluxe Edition PC Steam Account,code-vein-ii-deluxe-edition-pc-steam-account-690207,Steam,games,"Action, RPG",Region 80,34.48000000,54.94700000,kinguin,key,true,false,405399,2026-02-01T00:40:20.653Z,2026-02-23T10:20:14.215Z
db0c3aca-7eb9-4a54-b974-61dcc6f98359,CODE VEIN II PC Steam Account,code-vein-ii-pc-steam-account-690203,Steam,games,"Action, RPG",Region 80,23.66000000,37.43250000,kinguin,key,true,true,405385,2026-02-01T00:40:16.632Z,2026-02-24T04:19:31.233Z
71822e64-d81c-486c-807c-b785ed92fa9e,CODE VEIN II PS5 Account,code-vein-ii-ps5-account-6978a8,PlayStation,games,"Action, RPG",Region 80,39.99000000,62.70880000,kinguin,key,true,false,442539,2026-02-01T00:39:58.259Z,2026-02-18T10:31:01.739Z
12e97abe-3e2f-4d4d-8482-2041a8e855ed,Halo: The Master Chief Collection PC Steam Account,halo-the-master-chief-collection-pc-steam-account-6374c6,Steam,games,Action,Region 80,3.54000000,5.31000000,kinguin,key,true,false,138423,2026-02-01T00:37:31.433Z,2026-02-23T21:39:01.549Z
33de169c-9b8c-42b9-8f16-092607b7cc9f,Halo: The Master Chief Collection XBOX One / Xbox Series X|S Account,halo-the-master-chief-collection-xbox-one-xbox-ser-665099,Xbox,games,"Action, FPS",North America,24.99000000,31.23750000,kinguin,key,true,true,239188,2026-02-01T00:36:17.910Z,2026-02-21T13:47:49.790Z
f7b1495b-3a98-4463-8887-260a19883811,Cyberpunk 2077 Steam Account,cyberpunk-2077-steam-account-636b79,Steam,games,"Action, RPG, FPS, Open World, Story rich",North America,7.22000000,11.19400000,kinguin,key,true,true,137554,2026-02-01T00:34:52.000Z,2026-02-23T22:50:04.232Z
d46d9e94-26cc-4767-8382-1f1b9498a68c,Cyberpunk 2077 Xbox Series X|S Account,cyberpunk-2077-xbox-series-xs-account-63fdd8,Xbox,games,"Action, RPG, FPS, Open World, Story rich",North America,13.22000000,20.73500000,kinguin,key,true,false,150618,2026-02-01T00:34:36.745Z,2026-02-12T07:46:29.888Z
30bdf92f-25af-4320-a9ab-af227959caab,Cyberpunk 2077 Epic Games Account,cyberpunk-2077-epic-games-account-6427ec,Epic Games,games,"Action, RPG, FPS, Open World, Story rich",North America,17.99000000,22.48750000,kinguin,key,true,false,155436,2026-02-01T00:34:32.354Z,2026-02-21T13:45:55.813Z
986f33c8-f879-440d-ba47-32d379795c03,Cyberpunk 2077 PS4 Account,cyberpunk-2077-ps4-account-643e94,PlayStation,games,"Action, RPG, FPS, Open World, Story rich",North America,17.67000000,22.73750000,kinguin,key,true,false,157998,2026-02-01T00:34:30.346Z,2026-02-21T08:04:02.478Z
c4e8027b-70f6-4efd-840c-10eff7830756,Call of Duty: Black Ops 7 - Cross-Gen Bundle US XBOX One / Xbox Series X|S / PC CD Key,call-of-duty-black-ops-7-cross-gen-bundle-us-xbox--68f8a5,Xbox,games,"Action, FPS",Region 74,29.18000000,56.32700000,kinguin,key,true,false,402172,2026-02-01T00:32:57.306Z,2026-02-24T06:05:26.230Z
29075626-e7e5-45ab-aa40-f94cd5c4d5a1,Call of Duty: Black Ops 7 Cross-Gen Bundle PS4/PS5 Account,call-of-duty-black-ops-7-cross-gen-bundle-ps4ps5-a-68a812,PlayStation,games,"Action, FPS",Region 80,39.00000000,68.09600000,kinguin,key,true,true,378750,2026-02-01T00:31:42.642Z,2026-02-23T20:45:55.251Z
36de58a7-7c59-4571-b150-ad324f1fe9d0,Call of Duty: Black Ops 7 PC Steam Account,call-of-duty-black-ops-7-pc-steam-account-68a80e,Steam,games,"Action, FPS",Region 80,22.91000000,47.40300000,kinguin,key,true,false,378747,2026-02-01T00:31:18.926Z,2026-02-24T05:39:46.169Z
3a1fa44e-6016-405f-9802-dbef62bc0fea,Clair Obscur: Expedition 33 PS5 Account,clair-obscur-expedition-33-ps5-account-6800be,PlayStation,games,"Action, RPG, Story rich",North America,27.15000000,38.67450000,kinguin,key,true,false,329854,2026-02-01T00:27:54.060Z,2026-02-16T08:05:09.575Z
b1581fe7-b4a0-4aa2-81ad-ce8ee16e533f,ELDEN RING NIGHTREIGN PS5 Account,elden-ring-nightreign-ps5-account-67af2e,PlayStation,games,"Action, RPG, Co-op, Story rich",North America,29.01000000,44.14850000,kinguin,key,true,true,312125,2026-02-01T00:26:29.589Z,2026-02-21T08:10:03.857Z
03837da6-3719-4ce2-8c1e-11c217f5b311,ELDEN RING NIGHTREIGN XBOX One / Xbox Series X|S Account,elden-ring-nightreign-xbox-one-xbox-series-xs-acco-67af1f,Xbox,games,"Action, RPG, Co-op, Story rich",North America,22.35000000,27.93750000,kinguin,key,true,false,312073,2026-02-01T00:26:10.669Z,2026-02-11T01:28:39.288Z
f8de7b10-af6f-4122-95c5-f7fbe1d6cf2c,ELDEN RING NIGHTREIGN PC Steam Account,elden-ring-nightreign-pc-steam-account-67af1d,Steam,games,"Action, RPG, Co-op, Story rich",North America,18.47000000,23.65000000,kinguin,key,true,false,312067,2026-02-01T00:25:56.826Z,2026-02-22T22:18:46.637Z
f7be4815-edee-4e71-83b2-427854fefb5b,F1 25 PC Steam Account,f1-25-pc-steam-account-67f3bf,Steam,games,"Racing, Simulation",North America,9.59000000,18.45850000,kinguin,key,true,false,327250,2026-02-01T00:23:01.985Z,2026-02-24T07:14:46.874Z
ceee6df5-f3b5-49dd-a259-25ee9c81b776,F1 25: Iconic Edition PC Steam Account,f1-25-iconic-edition-pc-steam-account-67f3bd,Steam,games,"Racing, Simulation",North America,22.31000000,35.62500000,kinguin,key,true,false,327243,2026-02-01T00:22:40.257Z,2026-02-23T16:31:35.243Z
cc156a98-c357-4b0a-b736-ebfb6d71cdf8,Diablo IV PS5 Account,diablo-iv-ps5-account-646b64,PlayStation,games,"RPG, Action",Region 10,21.86000000,27.32500000,kinguin,key,true,true,163072,2026-02-01T00:19:11.222Z,2026-02-23T20:42:04.223Z
af3d738c-df3c-4708-8ebd-e8637733b928,Dispatch PS5 Account,dispatch-ps5-account-6902a1,PlayStation,games,"Action, Adventure, Casual, Indie, Strategy",North America,20.13000000,33.33750000,kinguin,key,true,false,405692,2026-02-01T00:17:28.917Z,2026-02-13T11:13:54.595Z
27b62201-65f5-45f8-9e38-857e7f9828b4,Dispatch PC Steam Account,dispatch-pc-steam-account-68fab7,Steam,games,"Action, Adventure, Casual, Indie, Strategy",North America,7.00000000,10.26600000,kinguin,key,true,true,403168,2026-02-01T00:17:11.603Z,2026-02-21T22:27:22.037Z
8e22dfb6-bb5e-4ed9-b823-2bc58c2c8d38,Pathologic 3 PC Steam CD Key,pathologic-3-pc-steam-cd-key-695e6b,Steam,games,"Adventure, Indie, RPG, Simulation, Horror",Region 101,8.38000000,12.57150000,kinguin,key,true,false,434266,2026-02-01T00:16:07.443Z,2026-02-23T22:17:37.263Z
f76abca0-091a-4927-aea0-a1fd95ac3c6e,HELLDIVERS 2 PS5 Account,helldivers-2-ps5-account-65c9f1,PlayStation,games,"Action, Co-op, Third-Person Shooter",Asia,21.86000000,36.80000000,kinguin,key,true,false,215087,2026-02-01T00:13:52.056Z,2026-02-23T17:24:41.310Z
8146ffcb-8322-4950-84c1-48be2fcd9d97,HELLDIVERS PS5 Account,helldivers-ps5-account-65b3b9,PlayStation,games,"Action, Adventure",North America,20.85000000,26.06250000,kinguin,key,true,false,211713,2026-02-01T00:12:24.012Z,2026-02-21T13:44:32.591Z
9f18f9a1-f665-42c0-8130-a1f2a458abd0,Avatar: Frontiers of Pandora Ubisoft Connect CD Key,avatar-frontiers-of-pandora-ubisoft-connect-cd-key-656da2,Ubisoft Connect,games,"Action, Adventure, Open World",North America,16.99000000,30.80000000,kinguin,key,true,false,201398,2026-02-01T00:10:50.279Z,2026-02-24T04:39:25.907Z
9c43dc75-403d-41f2-bfd0-71e61b1af0aa,Avatar: Frontiers of Pandora Xbox Series X|S Account,avatar-frontiers-of-pandora-xbox-series-xs-account-656353,Xbox,games,"Action, Adventure, Open World",North America,7.50000000,10.87500000,kinguin,key,true,false,200012,2026-02-01T00:08:58.145Z,2026-02-22T11:39:10.262Z
5123b240-5d8d-410c-873b-5904699f27ff,Avatar: Frontiers of Pandora PS5 Account,avatar-frontiers-of-pandora-ps5-account-64e449,PlayStation,games,"Action, Adventure, Open World",North America,14.00000000,24.96250000,kinguin,key,true,false,179614,2026-02-01T00:08:47.605Z,2026-02-16T17:07:46.885Z
00167eba-6c78-401a-8419-97b9a4eb08f9,It Takes Two Steam Account,it-takes-two-steam-account-640b3c,Steam,games,"Action, Adventure",North America,3.72000000,5.97000000,kinguin,key,true,false,152047,2026-02-01T00:07:10.028Z,2026-02-24T04:21:30.723Z
7029afe1-32a3-4678-b7e9-cc92578e348a,Baldur's Gate 3 Digital Deluxe Edition Steam Account,baldurs-gate-3-digital-deluxe-edition-steam-accoun-64ccbc,Steam,games,"Adventure, RPG, Strategy",North America,15.68000000,21.41250000,kinguin,key,true,false,176459,2026-02-01T00:05:35.899Z,2026-02-23T21:34:40.838Z
684a955c-61b0-4f3e-acae-f1c704518a1e,Baldur's Gate 3 PS5 Account,baldurs-gate-3-ps5-account-64ddfb,PlayStation,games,"Adventure, Strategy, RPG, Story rich, Co-op",North America,36.78000000,65.90080000,kinguin,key,true,true,178896,2026-02-01T00:05:14.234Z,2026-02-23T07:43:53.834Z
9b43d56d-652a-47f5-a37b-28ecd9f4ebb3,"Warhammer 40,000: Space Marine 2 EU Xbox Series X|S CD Key",warhammer-40000-space-marine-2-eu-xbox-series-xs-c-66b45e,PC,games,"Action, Adventure, RPG, Co-op",Region 75,23.29000000,36.43750000,kinguin,key,true,false,258897,2026-02-01T00:03:32.411Z,2026-02-24T07:24:34.428Z
